2023-10-30 15:33:49,131 | INFO | MainProcess | MainThread | Projects folder: ./sample_projects/*
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Int: Time to Event>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Any: Input>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_Any: Sync>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 1> <--> <Port_stringable: Text>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Int: Toggle>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Data>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Data: Stream>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Data: Stream_segs>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Matrix_Number: Sim>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Matrix_Number: SSM>
2023-10-30 15:34:15,635 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Trigger 1>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_List_Int: File>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <- <Port_Dict: Meta>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Number: Percent>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Any>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Int: Trigger>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Int: Time to Event>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Input>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_Any: Sync>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data 2> <--> <Port_stringable: Text>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Data>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Data: Stream>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Data: Stream_segs>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Matrix_Number: Sim>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Matrix_Number: SSM>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Trigger 1>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_List_Int: File>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <- <Port_Dict: Meta>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Number: Percent>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Any>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Int: Trigger>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Int: Time to Event>
2023-10-30 15:34:15,636 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Input>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_Any: Sync>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Int: Toggle> <--> <Port_stringable: Text>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Data: Stream>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Data: Stream_segs>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Matrix_Number: Sim>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Matrix_Number: SSM>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Trigger 1>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_List_Int: File>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <- <Port_Dict: Meta>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Number: Percent>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Any: Any>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Int: Trigger>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Int: Time to Event>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Any: Input>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_Any: Sync>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Any: Data> <--> <Port_stringable: Text>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Data: Stream_segs>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Matrix_Number: Sim>
2023-10-30 15:34:15,637 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Matrix_Number: SSM>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Trigger 1>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_List_Int: File>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Dict: Meta>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream>  <Port_Number: Percent>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Any: Any>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_Int: Trigger>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_Int: Time to Event>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Any: Input>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> <--> <Port_Any: Sync>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream> -> <Port_stringable: Text>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Matrix_Number: Sim>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Matrix_Number: SSM>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Trigger 1>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_List_Int: File>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Dict: Meta>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs>  <Port_Number: Percent>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_Any: Any>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_Int: Trigger>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_Int: Time to Event>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,638 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_Any: Input>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> <--> <Port_Any: Sync>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Data: Stream_segs> -> <Port_stringable: Text>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Matrix_Number: SSM>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Trigger 1>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_List_Int: File>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_Dict: Meta>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim>  <Port_Number: Percent>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Any>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_Int: Trigger>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_Int: Time to Event>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,639 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Input>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> <--> <Port_Any: Sync>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: Sim> -> <Port_stringable: Text>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger 1>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_List_Int: File>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_Dict: Meta>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM>  <Port_Number: Percent>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> <--> <Port_Any: Any>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_Int: Trigger>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_Int: Time to Event>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> <--> <Port_Any: Input>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> <--> <Port_Any: Sync>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_Matrix_Number: SSM> -> <Port_stringable: Text>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Trigger 2>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1>  <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_List_Int: File>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1>  <Port_Dict: Meta>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Number: Percent>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Any: Any>
2023-10-30 15:34:15,640 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Int: Trigger>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Int: Time to Event>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Any: Input>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_Any: Sync>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 1> <--> <Port_stringable: Text>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Trigger>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2>  <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_List_Int: File>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2>  <Port_Dict: Meta>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Number: Percent>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Any: Any>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Int: Trigger>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Int: Time to Event>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Any: Input>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_Any: Sync>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger 2> <--> <Port_stringable: Text>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger>  <Port_ListUnique_Str: Channel Names>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_List_Int: File>
2023-10-30 15:34:15,641 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger>  <Port_Dict: Meta>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Number: Percent>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Any: Any>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Int: Trigger>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Int: Time to Event>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Any: Input>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_Any: Sync>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_np_compatible: Trigger> <--> <Port_stringable: Text>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> -> <Port_List_Int: File>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_Dict: Meta>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_Number: Percent>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_Any: Any>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> -> <Port_Int: Trigger>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> -> <Port_Int: Time to Event>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_np_compatible: Data NP>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_np_compatible: Data 1>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names>  <Port_np_compatible: Data 2>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_Any: Input>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_Any: Sync>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_ListUnique_Str: Channel Names> <--> <Port_stringable: Text>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File>  <Port_Dict: Meta>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File>  <Port_Number: Percent>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_Any: Any>
2023-10-30 15:34:15,642 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> -> <Port_Int: Trigger>
2023-10-30 15:34:15,643 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> -> <Port_Int: Time to Event>
2023-10-30 15:34:15,643 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_np_compatible: Data NP>
2023-10-30 15:34:15,643 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_np_compatible: Data 1>
2023-10-30 15:34:15,643 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_np_compatible: Data 2>
2023-10-30 15:34:15,643 | INFO | MainProcess | MainThread | Allowed directions: <Port_List_Int: File> <--> <Port_Any: Input>
